,Timewindow,Sentiment,Volume,TweetIds
809,8-October-2022 20:30:00-20:59:59,0.21368571428571428,7,"1578851229236535296,1578849184060706816,1578849006628675584,1578845727660605441,1578845614548602881,1578845290337292288,1578845185609535490"
810,8-October-2022 21:00:00-21:29:59,0.07165,6,"1578858452063244288,1578857968879050752,1578856527087403011,1578856414948495360,1578852997810900992,1578852938566418432"
811,8-October-2022 21:30:00-21:59:59,-0.12673333333333334,6,"1578864188906438656,1578862851233808384,1578861796575744000,1578860917865218049,1578860451210752000,1578860418084220928"
812,8-October-2022 22:00:00-22:29:59,-0.34545,2,"1578872357095030784,1578870945833373696"
813,8-October-2022 22:30:00-22:59:59,0.16532,5,"1578879809811193856,1578878801500835840,1578878254718496768,1578875891920535553,1578875385332146177"
814,8-October-2022 23:00:00-23:29:59,0.10436000000000001,5,"1578890047373586432,1578888340115689473,1578886773324726272,1578884475488210948,1578883080017756162"
815,8-October-2022 23:30:00-23:59:59,-0.1043,6,"1578895488035999744,1578895019045371904,1578894654249914368,1578891551648149504,1578891320076435456,1578891105113808896"
816,9-October-2022 0:00:00-0:29:59,0.09212727272727271,11,"1578904384498700288,1578904323450634240,1578903892519424000,1578903554622128128,1578903347922317315,1578902661557936128,1578901165173264384,1578900048603406336,1578899255279828992,1578899160920489984,1578898777221435392"
817,9-October-2022 0:30:00-0:59:59,-0.00034000000000000696,5,"1578910857240903680,1578909362176724992,1578908932206039040,1578907371849814016,1578905944997916674"
818,9-October-2022 1:00:00-1:29:59,0.0827,2,"1578919607108177920,1578918259729920000"
819,9-October-2022 1:30:00-1:59:59,-0.42086666666666667,3,"1578924611781427202,1578924543913390086,1578923471979315200"
820,9-October-2022 2:00:00-2:29:59,0.7964,1,1578931627501420545
821,9-October-2022 2:30:00-2:59:59,-0.08905555555555554,9,"1578942962855124992,1578942921470246912,1578941896008683521,1578941117776945152,1578939384476291072,1578938040390602754,1578937939098103809,1578937297659387905,1578937082269302784"
822,9-October-2022 3:00:00-3:29:59,0.1806,2,"1578947408800907264,1578944270865952768"
823,9-October-2022 3:30:00-3:59:59,0.5092749999999999,20,"1578957684102942720,1578956771158212608,1578956693697765376,1578956181275496450,1578956021581590529,1578955480084647936,1578954707774541824,1578954099176837120,1578953676622032897,1578953514285297664,1578953407980834822,1578953141113958402,1578953019508420608,1578952182552219648,1578951967422177282,1578951885683568640,1578951423462899714,1578951421961023488,1578951144420036608,1578951032863760384"
824,9-October-2022 4:00:00-4:29:59,0.4803923076923076,13,"1578965358090022913,1578964733700763648,1578963711619842049,1578963473039446016,1578961027189727232,1578960139486625792,1578959728029609985,1578959262406955009,1578959255155068928,1578959243604267008,1578958909263355904,1578958901126475779,1578958430961864704"
825,9-October-2022 4:30:00-4:59:59,0.10858181818181817,11,"1578972752228192256,1578972070574104576,1578971172909510656,1578970014308192256,1578969434789535744,1578969128458559488,1578969127171264512,1578968915715059712,1578968530464428033,1578968039512760320,1578965998333755392"
826,9-October-2022 5:00:00-5:29:59,0.4708444444444445,9,"1578980644239323137,1578980153904222209,1578978437465018369,1578977545554313217,1578976083755532289,1578974414867161089,1578974127033298944,1578973555550982144,1578973530632474627"
827,9-October-2022 5:30:00-5:59:59,0.30038750000000003,8,"1578988561860546561,1578986858289147904,1578985588916572162,1578985529991106560,1578985313317576704,1578982415636496384,1578981760242634752,1578981212403949568"
828,9-October-2022 6:00:00-6:29:59,0.35990000000000005,12,"1578995347736915968,1578994651117555712,1578994408086679552,1578994264713072640,1578993841751076865,1578992853052952577,1578991259070308353,1578990901182926848,1578989226632577024,1578989149113454592,1578988982947352576,1578988647507845120"
829,9-October-2022 6:30:00-6:59:59,0.581575,4,"1579003202866855938,1579002951359950848,1579002758883348480,1578996713368719360"
830,9-October-2022 7:00:00-7:29:59,0.47755454545454545,11,"1579011131217059840,1579010132511707136,1579008691709542401,1579007832921624576,1579007761488445446,1579005596585852929,1579005112244002817,1579004199827709952,1579004126368698368,1579003862773805056,1579003744678998019"
831,9-October-2022 7:30:00-7:59:59,0.311075,4,"1579018303443718144,1579017733991452673,1579014780643602432,1579012517946613760"
832,9-October-2022 8:00:00-8:29:59,0.42616666666666675,9,"1579025666766356480,1579024198172741632,1579024041284841472,1579023630704742400,1579020736957554688,1579020096953253889,1579019079435702275,1579019076617191424,1579019075225018372"
833,9-October-2022 8:30:00-8:59:59,0.6336666666666667,3,"1579032132928032768,1579030466304573440,1579029029524451328"
834,9-October-2022 9:00:00-9:29:59,0.4392333333333333,3,"1579037705597751297,1579034082130145281,1579033928983265281"
835,9-October-2022 9:30:00-9:59:59,0.05673636363636365,11,"1579048778686160896,1579047256292196352,1579045709059219456,1579045583746060289,1579044868315578373,1579044437996765185,1579043481485422592,1579043473789181953,1579043473629794305,1579041923490549760,1579041815096832000"
836,9-October-2022 10:00:00-10:29:59,0.11745714285714286,7,"1579055925205565442,1579055234701488128,1579053256642158595,1579050131126890496,1579049704880758784,1579049223571771395,1579049029824122882"
837,9-October-2022 10:30:00-10:59:59,0.41880625000000005,16,"1579063826888421376,1579063791417188352,1579063466786459653,1579063290982182912,1579063172824453120,1579062880229806080,1579062549425061888,1579062355778232321,1579061002636623873,1579060802379993088,1579060685967093760,1579060060881563648,1579059260499013633,1579058580908408832,1579057055016849409,1579056925039554561"
838,9-October-2022 11:00:00-11:29:59,0.0,1,1579064127661768705
839,9-October-2022 11:30:00-11:59:59,0.31816000000000005,5,"1579079139877097472,1579078805461037057,1579078578758569984,1579073759457443840,1579072372958646273"
840,9-October-2022 12:00:00-12:29:59,0.07370000000000002,5,"1579085531644059648,1579085344015892480,1579083358252208128,1579082696331968512,1579079227412025346"
841,9-October-2022 12:30:00-12:59:59,0.21892,10,"1579092596714086401,1579091191726891009,1579090932598964224,1579090071206391808,1579088818741075969,1579088384592842752,1579088292372676608,1579087630767394816,1579087122677436416,1579086904452005889"
842,9-October-2022 13:00:00-13:29:59,0.22461111111111112,18,"1579101622197977091,1579101416211501057,1579101137655189504,1579100725996421121,1579100708707540998,1579100454797316096,1579100258529083393,1579100104534859777,1579099186321989632,1579099006168285184,1579098540092973057,1579098419557113856,1579098112572133377,1579097318527492096,1579095940761542656,1579095444436975617,1579095072531881986,1579094326772219905"
843,9-October-2022 13:30:00-13:59:59,0.3353866666666666,15,"1579109072703754240,1579108940549267456,1579107504252149761,1579107099933839360,1579106094458499072,1579105975063044096,1579105414926344192,1579105319854428162,1579103067529961472,1579102565458771968,1579102318863454209,1579102258628657152,1579102212327817219,1579101921021157376,1579101916721618945"
844,9-October-2022 14:00:00-14:29:59,-0.022936842105263155,19,"1579116341751328768,1579114574938517505,1579114398161203200,1579114248953032705,1579113683284000775,1579113647317536768,1579113632088350720,1579113539003744258,1579113481672228871,1579112983229173761,1579112414737420288,1579112213276946432,1579110399118835712,1579109937480757249,1579109883139723266,1579109717489483776,1579109682349686785,1579109620895059968,1579109426342027265"
845,9-October-2022 14:30:00-14:59:59,0.1468888888888889,9,"1579123711520964608,1579123290521882624,1579122303744430086,1579121085320077314,1579120564098109441,1579117939709526016,1579117742636298242,1579117327182102530,1579116990035525633"
846,9-October-2022 15:00:00-15:29:59,0.2508,6,"1579130303532388353,1579128749463068672,1579128626867425281,1579125323324862466,1579124646049648647,1579124527212249089"
847,9-October-2022 15:30:00-15:59:59,0.2528333333333333,6,"1579139602996428800,1579138922205937665,1579137783155027968,1579137058874228736,1579136431473446913,1579136300770545669"
848,9-October-2022 16:00:00-16:29:59,0.3774166666666667,6,"1579143909741322240,1579143848659283968,1579142710380072960,1579142347690250241,1579139898548047872,1579139625083441153"
849,9-October-2022 16:30:00-16:59:59,0.31967142857142855,7,"1579152952811741184,1579152825657233409,1579151398989484032,1579151281498701827,1579148843916328960,1579147510278651904,1579147175954505728"
850,9-October-2022 17:00:00-17:29:59,0.3831555555555555,9,"1579162035526721537,1579161325993078785,1579159444315049984,1579158944097763328,1579158836413599745,1579155877743165440,1579155688919425025,1579154910544732163,1579154726112972802"
851,9-October-2022 17:30:00-17:59:59,0.32213846153846154,13,"1579169140174393351,1579168075034656769,1579167954134257664,1579166941725724672,1579166738041606144,1579166365914914816,1579165652916482048,1579165597010534400,1579164687530610690,1579164371502379010,1579163942433460224,1579163935907123200,1579162608447672320"
852,9-October-2022 18:00:00-18:29:59,0.25544285714285714,7,"1579175602057531393,1579174997108531200,1579174249339969536,1579174039603462144,1579173919147589632,1579171482101424128,1579169824009338880"
853,9-October-2022 18:30:00-18:59:59,0.1035,8,"1579184910300250113,1579183926392016896,1579181464054550528,1579179551183147008,1579179412154507264,1579178886130110464,1579178166433640448,1579177708080156672"
854,9-October-2022 19:00:00-19:29:59,0.17844000000000002,10,"1579192350462840832,1579190781579235328,1579190676767404032,1579189529269145600,1579189138632605700,1579188704891047937,1579186276397645824,1579186114493288448,1579185011085180928,1579184923537293312"
855,9-October-2022 19:30:00-19:59:59,0.31582,5,"1579196679407837185,1579196223319592961,1579192925618962433,1579192915519500288,1579192741753683969"
856,9-October-2022 20:00:00-20:29:59,0.6318666666666667,3,"1579207187066662913,1579205569747259392,1579201686627053568"
857,9-October-2022 20:30:00-20:59:59,0.2783,3,"1579214069693050880,1579208756315193344,1579207572506103811"
858,9-October-2022 21:00:00-21:29:59,0.3065428571428572,14,"1579221794158178304,1579221149330079744,1579221029502988288,1579220343189024768,1579219361310863360,1579218988869259264,1579218401632788480,1579217776278851585,1579217713272016896,1579217122957623296,1579215460884971520,1579215294777954305,1579215196333428736,1579215195863678976"
859,9-October-2022 21:30:00-21:59:59,0.227,9,"1579229147729383424,1579228242342387712,1579226871488688128,1579224187713261568,1579224011418263554,1579223322281156610,1579223002478104576,1579222770348879872,1579222710605197312"
860,9-October-2022 22:00:00-22:29:59,-0.22076666666666667,3,"1579236353317179392,1579234419910418432,1579231928364183552"
861,9-October-2022 22:30:00-22:59:59,0.0474142857142857,7,"1579245003796541440,1579244425263603712,1579240536442953729,1579238966930575360,1579238281396441088,1579238207455055873,1579237903649361920"
862,9-October-2022 23:00:00-23:29:59,-0.34,1,1579251584688537600
863,9-October-2022 23:30:00-23:59:59,-0.24639999999999995,3,"1579259473746866176,1579254624040517633,1579253221582725121"
864,10-October-2022 0:00:00-0:29:59,0.153775,4,"1579265147339968512,1579261113102790656,1579260516891230209,1579260421109944321"
865,10-October-2022 0:30:00-0:59:59,0.28949,10,"1579273109114609664,1579272402378592256,1579271698666336256,1579271002751922176,1579269995460460544,1579269932922961920,1579268937769832448,1579268133457920000,1579268130081079300,1579268127623634946"
866,10-October-2022 1:00:00-1:29:59,0.19215999999999994,10,"1579281298488983552,1579280782215901184,1579279701255761920,1579279694976847872,1579279632095858688,1579279614743977985,1579279167585419269,1579276958084759552,1579275852394610688,1579275623499182080"
867,10-October-2022 1:30:00-1:59:59,0.329325,12,"1579289948712493056,1579288848227794947,1579288228175044608,1579287240886190080,1579287152843948032,1579285735697707009,1579285251850833920,1579285073345794048,1579283468600868869,1579283465769406464,1579283394269102080,1579283374283567104"
868,10-October-2022 2:00:00-2:29:59,0.15732222222222222,9,"1579297383740952576,1579297012037865472,1579296607169716224,1579296397991768064,1579294786640498688,1579294711499485184,1579294690461241344,1579294051094134784,1579293789520551937"
869,10-October-2022 2:30:00-2:59:59,0.3209416666666666,12,"1579304610472153088,1579303314801713154,1579302271229210625,1579302250920366080,1579300172848574465,1579299890064412674,1579299681552982016,1579299540272054272,1579298580137140227,1579298572201529348,1579298487426244609,1579298463489355776"
870,10-October-2022 3:00:00-3:29:59,-0.16013333333333332,3,"1579309894313705472,1579308427427581953,1579307864111607808"
871,10-October-2022 3:30:00-3:59:59,0.01741999999999999,5,"1579320785436827648,1579315947726594049,1579315793049038849,1579313667233153025,1579313272376987648"
872,10-October-2022 4:00:00-4:29:59,0.37976666666666664,3,"1579326991723294720,1579322056269008896,1579321506357649408"
873,10-October-2022 4:30:00-4:59:59,-0.018849999999999992,4,"1579335407682355200,1579334503713366016,1579330388933373953,1579329313178259456"
874,10-October-2022 5:00:00-5:29:59,-0.047325000000000006,4,"1579342678416031745,1579342095072264193,1579341629705842689,1579336772995383296"
875,10-October-2022 5:30:00-5:59:59,-0.12019999999999997,3,"1579349813669531648,1579343900304560128,1579343474952146945"
876,10-October-2022 6:00:00-6:29:59,0.19622,5,"1579355240557858816,1579352866170761217,1579352844855291904,1579352812550754304,1579351123382894592"
877,10-October-2022 6:30:00-6:59:59,-0.06885000000000001,2,"1579365925161431041,1579365238411264000"
878,10-October-2022 7:00:00-7:29:59,0.18801111111111116,9,"1579372014204506112,1579371618018955264,1579371160546209793,1579370932359294977,1579369647371354112,1579369055903186945,1579366258545291264,1579366254418460672,1579366249305628672"
879,10-October-2022 7:30:00-7:59:59,0.39418333333333333,6,"1579380057545781248,1579379804834783233,1579378845631025152,1579377881066921985,1579376419469414401,1579375580465987586"
880,10-October-2022 8:00:00-8:29:59,0.12738,5,"1579388278239014912,1579383354201632768,1579382608017776642,1579381349995384832,1579381223897505793"
881,10-October-2022 8:30:00-8:59:59,0.05445999999999999,10,"1579395716900093952,1579395499874209792,1579395403283566592,1579395031651479552,1579393010973888512,1579392807999275008,1579391883591442432,1579390788647411712,1579389255386042368,1579389021402251265"
882,10-October-2022 9:00:00-9:29:59,-0.19669999999999999,2,"1579401561222316033,1579400853840019456"
883,10-October-2022 9:30:00-9:59:59,0.2554666666666667,3,"1579410308392976385,1579409275301949441,1579406894074302465"
884,10-October-2022 10:00:00-10:29:59,0.11649000000000001,10,"1579418418935386112,1579417964146987008,1579417465536544770,1579416811443212288,1579416583637594118,1579416343102689286,1579415729258237952,1579415204474912768,1579413999439183872,1579411943089049600"
885,10-October-2022 10:30:00-10:59:59,0.28975833333333334,12,"1579426308148596743,1579425824805048321,1579424386003906561,1579423235854454790,1579421840581480448,1579421588440887296,1579421502554116097,1579421460967616513,1579420580448960512,1579419868512018432,1579419302008000512,1579418999468994560"
886,10-October-2022 11:00:00-11:29:59,0.18893636363636368,11,"1579432565433589761,1579431313656123392,1579430616587980801,1579428651711750148,1579428347784081408,1579428000403070977,1579427595430825984,1579427243532558336,1579426975059677185,1579426973637521408,1579426970898604032"
887,10-October-2022 11:30:00-11:59:59,0.057800000000000004,7,"1579440991207305221,1579438120558563328,1579438103357714434,1579437309430493186,1579435700801654784,1579435564176396291,1579434894589329408"
888,10-October-2022 12:00:00-12:29:59,0.42456666666666665,9,"1579448752670380034,1579448215510085633,1579447642320347136,1579447574242598912,1579445302939222017,1579444720614244352,1579444166387699712,1579442682438377474,1579441627185102848"
889,10-October-2022 12:30:00-12:59:59,-0.09882857142857142,7,"1579456213812596736,1579455069149605889,1579454813590650880,1579452113968857089,1579450676899639297,1579450321998589954,1579449622741020676"
890,10-October-2022 13:00:00-13:29:59,-0.03973333333333333,6,"1579462765408055297,1579462288914157573,1579460490446737410,1579459611186597889,1579459008116981760,1579457518128214016"
891,10-October-2022 13:30:00-13:59:59,0.12841999999999995,5,"1579471605176348672,1579469760764706816,1579467123566338049,1579466182285225984,1579465728671252484"
892,10-October-2022 14:00:00-14:29:59,0.6115166666666667,6,"1579478081609555968,1579477955667177473,1579477049919832070,1579476113084252162,1579474890146877441,1579474076267343872"
893,10-October-2022 14:30:00-14:59:59,0.396023076923077,13,"1579486859222474753,1579485635672698880,1579483982311608320,1579483637850181632,1579483286124269570,1579483231753498625,1579483025460854784,1579482786389688320,1579482731050053637,1579482345316712451,1579481045539631105,1579479903728463874,1579479809436286976"
894,10-October-2022 15:00:00-15:29:59,0.26733333333333337,3,"1579488984560173070,1579487027619168258,1579486919410737153"
895,10-October-2022 15:30:00-15:59:59,-0.12422,10,"1579501759512576001,1579500261802151937,1579499796041465857,1579499449940054019,1579499173522845696,1579497523462701056,1579496934142009350,1579495700177772544,1579495548549464068,1579494474207858688"
896,10-October-2022 16:00:00-16:29:59,0.28777692307692304,13,"1579507855593730049,1579506956246843392,1579506273812623360,1579506175988879360,1579505942395506690,1579504894037237760,1579504883916759040,1579504858071437315,1579504695944806401,1579504606912339969,1579503174339424256,1579502146759757824,1579502102853742592"
897,10-October-2022 16:30:00-16:59:59,-0.09097999999999999,5,"1579515375435538433,1579514035279536130,1579509740513566727,1579509605843234816,1579509597660143616"
898,10-October-2022 17:00:00-17:29:59,0.5756571428571429,7,"1579522522659586048,1579521627989368834,1579520487461265415,1579519975571980288,1579519093920894978,1579517756193415181,1579517366689730561"
899,10-October-2022 17:30:00-17:59:59,-0.18029999999999996,2,"1579530330209669120,1579529986305773568"
900,10-October-2022 18:00:00-18:29:59,0.36285,4,"1579538668477648896,1579538046768545792,1579536441591599105,1579533999370039296"
901,10-October-2022 18:30:00-18:59:59,-0.11107999999999998,5,"1579546882140823552,1579546358880808961,1579545623602552833,1579541277380866048,1579539762179866643"
902,10-October-2022 19:00:00-19:29:59,0.33039999999999997,4,"1579552684381995008,1579550568250740737,1579549986009731073,1579547868368891905"
903,10-October-2022 19:30:00-19:59:59,0.3749333333333333,9,"1579562033942777856,1579561903453794304,1579560450593030144,1579559326133682176,1579558819109441536,1579558068903641089,1579557152351727618,1579557064514605057,1579555701248372738"
904,10-October-2022 20:00:00-20:29:59,0.34265833333333334,12,"1579569848937771008,1579569687800975360,1579568719680110593,1579567255209508864,1579567184652734489,1579565434021744640,1579565178521530368,1579565090290159616,1579565049588260865,1579564114208522240,1579562662047858688,1579562543114522624"
905,10-October-2022 20:30:00-20:59:59,0.24685714285714286,7,"1579575376862318592,1579573838463262720,1579572572420612096,1579571581034323968,1579571190645293057,1579570151539630080,1579569962573828105"
906,10-October-2022 21:00:00-21:29:59,-0.1282,4,"1579584137903894529,1579580028127674368,1579578224128188418,1579577680852156416"
907,10-October-2022 21:30:00-21:59:59,0.06835,12,"1579591245609193473,1579590955476615168,1579590300405993472,1579589569267503106,1579589020564480000,1579588582830137346,1579588385324568577,1579587797337636865,1579586839920672769,1579586574068482048,1579586552606646272,1579585192510906368"
908,10-October-2022 22:00:00-22:29:59,0.12478571428571428,14,"1579599524032819200,1579598404392321024,1579598104059580416,1579597810303135744,1579595373231759360,1579595370304110592,1579594521889091584,1579594005457039361,1579593080130666496,1579592879889973248,1579592878464339968,1579592875155025920,1579592708355551232,1579592637761617920"
909,10-October-2022 22:30:00-22:59:59,0.29706,5,"1579607330198470656,1579606341806882816,1579605019518996480,1579604178917216256,1579600992420888576"
910,10-October-2022 23:00:00-23:29:59,-0.21666666666666667,3,"1579611519481888768,1579611494836158464,1579609618086387712"
911,10-October-2022 23:30:00-23:59:59,-0.51185,2,"1579615730953166848,1579615390908682241"
912,11-October-2022 0:00:00-0:29:59,0.011361538461538449,13,"1579627373548355584,1579626293901295619,1579626189357916160,1579626043895603200,1579625586921967620,1579625552868438016,1579625244645797888,1579624445047869440,1579624423497162752,1579624330769883136,1579624318405062660,1579623467544375296,1579622834439012352"
913,11-October-2022 0:30:00-0:59:59,-0.13818,5,"1579637730778447872,1579634441512660992,1579632539446435840,1579632340690620416,1579631150057762816"
914,11-October-2022 1:00:00-1:29:59,0.1331,4,"1579641995915845634,1579641879360327681,1579641223232376834,1579639434596995072"
915,11-October-2022 1:30:00-1:59:59,-0.4445333333333334,3,"1579650648819523585,1579649733722710016,1579648514266910720"
916,11-October-2022 2:00:00-2:29:59,0.23526249999999999,8,"1579659665952362496,1579658842350440448,1579658010263101440,1579657811063353349,1579657664115929093,1579657658764005378,1579653396587745280,1579653126830796800"
917,11-October-2022 2:30:00-2:59:59,0.10166363636363637,11,"1579668001083002881,1579667784715612160,1579667402211872768,1579666713708462082,1579665684652445696,1579665396940288001,1579664514597154817,1579663319488569344,1579662072870162432,1579660691958427654,1579660635922497536"
918,11-October-2022 3:00:00-3:29:59,0.2728875,8,"1579674000967761921,1579673765734064128,1579672172649320449,1579670431778639873,1579670314560409601,1579668673719328768,1579668522086825985,1579668297884520448"
919,11-October-2022 3:30:00-3:59:59,0.1108,9,"1579683187521105922,1579682792539312128,1579682188706316288,1579681153447231488,1579680008058318849,1579676421605056512,1579676322283954178,1579676172639621120,1579675792065253376"
920,11-October-2022 4:00:00-4:29:59,0.4577,2,"1579686939959078912,1579683746722484224"
921,11-October-2022 4:30:00-4:59:59,0.58045,2,"1579697228993933312,1579694784188649472"
922,11-October-2022 5:00:00-5:29:59,0.01596000000000002,5,"1579705627001393154,1579705217901527040,1579700178860527623,1579700157431812098,1579699882079956992"
923,11-October-2022 5:30:00-5:59:59,-0.15818333333333334,6,"1579711672708915201,1579711267841142784,1579710852923789312,1579709847674949633,1579706890829049858,1579706807249141762"
924,11-October-2022 6:00:00-6:29:59,0.23615,6,"1579720286018367488,1579720158523760640,1579719751734939648,1579717361627959296,1579716964796100608,1579713426267705345"
925,11-October-2022 6:30:00-6:59:59,0.15466666666666665,3,"1579723960232837121,1579721575259344896,1579721020675526656"
926,11-October-2022 7:00:00-7:29:59,-0.010440000000000005,5,"1579735008872648705,1579734966304649217,1579731463926579200,1579728571009970177,1579728536671490054"
927,11-October-2022 7:30:00-7:59:59,0.23765,2,"1579739046552956930,1579738387702915072"
928,11-October-2022 8:00:00-8:29:59,0.3126,2,"1579747675679121408,1579744201964937217"
929,11-October-2022 8:30:00-8:59:59,0.04471666666666666,6,"1579758187418304512,1579755072367779842,1579754965270134784,1579754677495005185,1579752784873734146,1579751181819465728"
930,11-October-2022 9:00:00-9:29:59,0.20652222222222222,9,"1579766122140041216,1579765796955623425,1579765308285685761,1579764425682452480,1579764144718643200,1579762345936842752,1579761718284414976,1579758882410221568,1579758711635001344"
931,11-October-2022 9:30:00-9:59:59,0.0,2,"1579767649776517120,1579766392118988800"
932,11-October-2022 10:00:00-10:29:59,-0.00341999999999999,5,"1579780612067446785,1579780390705037312,1579779705213186049,1579774877581856768,1579774368166465537"
933,11-October-2022 10:30:00-10:59:59,0.06373636363636362,11,"1579788223408394240,1579787222009917440,1579787177965166592,1579787060717965314,1579786670756761600,1579786597356437504,1579786154106245120,1579785415476723714,1579783908379578370,1579783629215264769,1579781609343127554"
934,11-October-2022 11:00:00-11:29:59,0.19495,8,"1579795205360091136,1579793394087628801,1579791423712346112,1579790909176426506,1579790377837793280,1579790089265106947,1579789569163423746,1579789027372593153"
935,11-October-2022 11:30:00-11:59:59,0.02783333333333333,6,"1579803496119173120,1579802315133186049,1579800678608044033,1579796677816246278,1579796540558053377,1579796504772247552"
936,11-October-2022 12:00:00-12:29:59,0.38109166666666666,12,"1579810784602824704,1579810333140877313,1579809708503769088,1579809552434106370,1579809285789601793,1579809231968112644,1579806078644408323,1579805835739353088,1579805363469107205,1579805329772408833,1579804008612519936,1579804008000225280"
937,11-October-2022 12:30:00-12:59:59,0.09179999999999999,8,"1579817804018372609,1579815295786840065,1579815218263207938,1579815043331653633,1579813066648485889,1579812725794168834,1579812538682048512,1579811556057120768"
938,11-October-2022 13:00:00-13:29:59,0.268625,4,"1579823908609753088,1579823223885434880,1579822877867737090,1579820917672538113"
939,11-October-2022 13:30:00-13:59:59,0.5286166666666667,12,"1579832638202064896,1579832486007558145,1579830677536927744,1579829470323970053,1579829324815142912,1579828503586799617,1579828416656076807,1579828307952304130,1579827402842468356,1579827335154761730,1579827136034406400,1579827094347186176"
940,11-October-2022 14:00:00-14:29:59,0.027757142857142845,7,"1579841479178346497,1579841185299845120,1579839529732968449,1579838748426006531,1579837991555502080,1579837672129892352,1579835605730877440"
941,11-October-2022 14:30:00-14:59:59,0.57154,5,"1579849292470419456,1579848540150693888,1579847530757910528,1579845226742439936,1579842459492052992"
942,11-October-2022 15:00:00-15:29:59,0.20900833333333335,12,"1579856761661448192,1579855953830502401,1579853805046595584,1579853088093270016,1579852070819360769,1579851946365636609,1579850159495606272,1579850152197910528,1579849995808690176,1579849994282360837,1579849526994620418,1579849433784946690"
943,11-October-2022 15:30:00-15:59:59,0.41230000000000006,6,"1579863115386474496,1579862397531041792,1579860738034008064,1579857877430571010,1579857747155324928,1579857422013071365"
944,11-October-2022 16:00:00-16:29:59,-0.20972,5,"1579871716784091136,1579869695054082048,1579869441197604869,1579868930864054281,1579868318420602882"
945,11-October-2022 16:30:00-16:59:59,-0.04350909090909089,11,"1579878812460154881,1579877634015920131,1579877459184726016,1579876733549170689,1579876558231154702,1579876434986045440,1579876047188766726,1579875735921078273,1579873430098546693,1579871953665392648,1579871950335115269"
946,11-October-2022 17:00:00-17:29:59,0.36304285714285717,7,"1579886244901048320,1579885732252241921,1579881902831734785,1579880792821358593,1579880375610118146,1579880346229014528,1579879632341725185"
947,11-October-2022 17:30:00-17:59:59,0.04046,5,"1579890019707166720,1579889803079733249,1579889464188755968,1579887182055346176,1579887050714939394"
948,11-October-2022 18:00:00-18:29:59,0.1649875,8,"1579900767611154432,1579900309828431872,1579899115630387200,1579895804407427072,1579895045431341056,1579894930960678914,1579894923632857088,1579894917861896193"
949,11-October-2022 18:30:00-18:59:59,0.15491666666666667,6,"1579909221251883008,1579908856829816832,1579908475609485312,1579905330967740416,1579903661681311744,1579902943632887808"
950,11-October-2022 19:00:00-19:29:59,0.054259999999999996,5,"1579916054348038144,1579915502599962626,1579915456898793472,1579914031912996864,1579912016009269250"
951,11-October-2022 19:30:00-19:59:59,0.6404875000000001,8,"1579924472282624000,1579924335602507776,1579921856181972992,1579921465549651969,1579921054122004480,1579920700894109696,1579918707857719299,1579918539678367745"
952,11-October-2022 20:00:00-20:29:59,0.32670666666666665,15,"1579932076245102592,1579931631728484352,1579931603458875393,1579927948341432320,1579927646279856128,1579927428352585728,1579927005529006080,1579926672132157441,1579926299367264256,1579926215237939201,1579925690975391745,1579925441041006592,1579924931579904000,1579924893495611392,1579924860637437953"
953,11-October-2022 20:30:00-20:59:59,0.26305,8,"1579935283424157697,1579935136170184706,1579934209061576704,1579934013040443395,1579933506851213312,1579932966721302529,1579932938795651072,1579932349784989696"
954,11-October-2022 21:00:00-21:29:59,0.4375,2,"1579944654841483264,1579941771156783104"
955,11-October-2022 21:30:00-21:59:59,0.16333999999999999,10,"1579954925232324608,1579954361136205825,1579953750151958528,1579951362875748353,1579950171974426624,1579950077816147970,1579949403636666369,1579949234304200707,1579948963502772224,1579948660783468545"
956,11-October-2022 22:00:00-22:29:59,0.30318,10,"1579962226848727043,1579961760815013888,1579960973422534656,1579960207429767168,1579958626135199746,1579958373591621632,1579957332594679808,1579956766552772608,1579956398271569920,1579955129482383361"
957,11-October-2022 22:30:00-22:59:59,0.1048,3,"1579969311996723200,1579965375466602497,1579962807184871424"
958,11-October-2022 23:00:00-23:29:59,-0.35862499999999997,4,"1579975786219855872,1579975086618312704,1579971062242365440,1579970920403587075"
959,11-October-2022 23:30:00-23:59:59,0.16312857142857146,7,"1579985187546353664,1579984103671488512,1579982687452160000,1579982379221143552,1579980936439287809,1579977950073847811,1579977654786494466"
960,12-October-2022 0:00:00-0:29:59,-0.34,1,1579987026602233856
961,12-October-2022 0:30:00-0:59:59,-0.16374444444444444,9,"1579999835486179328,1579999055920627712,1579997647758569472,1579997500932784129,1579997133004247043,1579997063605256192,1579996274417438720,1579993798058418176,1579993387541090304"
962,12-October-2022 1:00:00-1:29:59,-0.15669999999999998,6,"1580007182774415360,1580004358116319232,1580003499894804480,1580000812650344448,1580000707503161345,1580000389323100160"
963,12-October-2022 1:30:00-1:59:59,0.17069,10,"1580015389156999169,1580014803267235840,1580011496154992640,1580010767369535488,1580010461914976257,1580009591357984768,1580008885393711104,1580008306256797696,1580008245070278657,1580007981231603714"
964,12-October-2022 2:00:00-2:29:59,-0.07879999999999998,4,"1580022835568734208,1580022215730659328,1580018166306308096,1580016736199639040"
965,12-October-2022 2:30:00-2:59:59,0.15861428571428574,7,"1580027456123072513,1580026403780956162,1580025365157728256,1580024460274323457,1580024409938866177,1580023240432713729,1580023238792388608"
