,Timewindow,Sentiment,Volume,TweetIds
1679,26-October-2022 23:30:00-23:59:59,0.4793,4,"1585420804795568130,1585418435089125377,1585415480432533507,1585415040533946369"
1680,27-October-2022 0:00:00-0:29:59,0.13125,8,"1585424353122193408,1585424248939708416,1585424126147235841,1585422306033254402,1585422280284426240,1585422097660141569,1585421754796843008,1585421621611106306"
1681,27-October-2022 0:30:00-0:59:59,0.10880000000000001,7,"1585434949489926147,1585433174418804737,1585433174082994202,1585431472575770624,1585430672193490944,1585430598721708032,1585429013799079938"
1682,27-October-2022 1:00:00-1:29:59,0.6756333333333333,3,"1585440320661196801,1585437675582099457,1585437191731281922"
1683,27-October-2022 1:30:00-1:59:59,-0.0386,2,"1585448827733114882,1585446007495864320"
1684,27-October-2022 2:00:00-2:29:59,0.0490375,8,"1585457352580513792,1585456593163849728,1585456058893492226,1585454818738552833,1585454282131636224,1585454166046023684,1585452979217473536,1585452651164143616"
1685,27-October-2022 2:30:00-2:59:59,-0.03867499999999999,4,"1585464082978656256,1585461460381192194,1585460281702072320,1585459358430904320"
1686,27-October-2022 3:00:00-3:29:59,0.037840000000000006,5,"1585471531349680128,1585469471606845440,1585469087169318912,1585468806402539521,1585467325431615490"
1687,27-October-2022 3:30:00-3:59:59,0.4066000000000001,6,"1585479396701659136,1585478919146422272,1585477447545503746,1585477050193829889,1585474370385870849,1585473886224785408"
1688,27-October-2022 4:00:00-4:29:59,0.1909,6,"1585487777122107392,1585485556817051654,1585485546088022018,1585482871556513792,1585482438368956417,1585481546957471744"
1689,27-October-2022 4:30:00-4:59:59,-0.15123999999999999,5,"1585496290380636161,1585495043678388224,1585494993967501313,1585494753981997056,1585493667455725568"
1690,27-October-2022 5:00:00-5:29:59,0.36300000000000004,7,"1585503600033374208,1585500126445187073,1585499540181946368,1585499253774127104,1585498666806173696,1585498657431896067,1585498611290628096"
1691,27-October-2022 5:30:00-5:59:59,0.42564444444444444,9,"1585511497630883840,1585510998735474688,1585509859151298561,1585509104415637504,1585506066699362305,1585505914664075265,1585505756325236737,1585504805417619456,1585504330391719936"
1692,27-October-2022 6:00:00-6:29:59,0.31830833333333336,24,"1585518962011508737,1585518863533461505,1585518838124355584,1585518800576856065,1585518362200784897,1585518336959471616,1585518039247847426,1585517458672214017,1585517391328542723,1585517349645520900,1585517155218587655,1585516935806058497,1585516836539564032,1585516818868887555,1585516157083189248,1585516074887421952,1585515764034969600,1585515437571317768,1585514801207328769,1585514758546939905,1585514472139104261,1585514311233187840,1585512562220847107,1585511626593259520"
1693,27-October-2022 6:30:00-6:59:59,0.09981176470588236,17,"1585526057004077061,1585524934897504258,1585524924852195328,1585524701094371329,1585523624236023808,1585523223839621122,1585520737460387840,1585520676869488640,1585520451723448320,1585520436233773056,1585520142284427270,1585519954664660992,1585519772992667648,1585519700447993858,1585519293944430593,1585519283550900224,1585519184062070785"
1694,27-October-2022 7:00:00-7:29:59,0.04097777777777775,9,"1585533338957537280,1585532490902638594,1585531212373827586,1585530848245415942,1585529497536839680,1585528445660012551,1585527683319988226,1585527336216264710,1585526830437580801"
1695,27-October-2022 7:30:00-7:59:59,0.22459166666666666,12,"1585541804295917569,1585541479350632448,1585540322242740225,1585540160762089472,1585538421325529088,1585537884735655939,1585537501132980224,1585536265709096960,1585535619941310464,1585534990649118722,1585534776311545857,1585534663287885825"
1696,27-October-2022 8:00:00-8:29:59,0.20555,4,"1585546324619018240,1585545150339719168,1585543236277379072,1585542807913000960"
1697,27-October-2022 8:30:00-8:59:59,0.004183333333333317,6,"1585554932156882945,1585554916369637376,1585553144016261121,1585551681718169603,1585550801354850304,1585550109433286656"
1698,27-October-2022 9:00:00-9:29:59,0.10030000000000001,6,"1585563793412837377,1585563111418888197,1585562972335869955,1585557863963189249,1585557097890168832,1585556922710761477"
1699,27-October-2022 9:30:00-9:59:59,-0.018479999999999996,5,"1585571281608609794,1585570315622502400,1585569617543569410,1585568647283630082,1585565015276298240"
1700,27-October-2022 10:00:00-10:29:59,0.43537499999999996,4,"1585577660201115650,1585575378999201793,1585574666789421056,1585573038766100487"
1701,27-October-2022 10:30:00-10:59:59,0.10282857142857141,7,"1585585339099389955,1585584495243165698,1585583766998859776,1585582931719888896,1585580859641438208,1585580360867336193,1585579692031180800"
1702,27-October-2022 11:00:00-11:29:59,-0.08235999999999999,10,"1585593794870886400,1585592979187793920,1585592915660836864,1585591570144837633,1585590826884898817,1585590426945392640,1585590166135398401,1585588855691886592,1585588656513126405,1585587115781414914"
1703,27-October-2022 11:30:00-11:59:59,0.1819142857142857,7,"1585600564318060548,1585598644350246918,1585598505363587075,1585598490322812929,1585598024184643585,1585597154151657472,1585595514858270722"
1704,27-October-2022 12:00:00-12:29:59,0.08249090909090911,11,"1585609745611849728,1585608998191091713,1585608265177636864,1585607688863596544,1585606902561513478,1585606184693809158,1585606076522708994,1585604092742729732,1585603669499715584,1585602340442329088,1585602220728492032"
1705,27-October-2022 12:30:00-12:59:59,-0.04509999999999999,11,"1585615332135563264,1585614825492811784,1585611276180344832,1585611264792924165,1585611163743789056,1585610822776152065,1585610527501328384,1585610312899653632,1585609877296238592,1585609761931743232,1585609758836510721"
1706,27-October-2022 13:00:00-13:29:59,0.05136666666666667,12,"1585624159832375296,1585623695157997569,1585623604322091014,1585622203802226690,1585621961509830657,1585621083645943809,1585620524897832961,1585619828332691457,1585619697378406400,1585619287020109826,1585617455002669059,1585617408282312705"
1707,27-October-2022 13:30:00-13:59:59,0.3647285714285714,14,"1585631366217334788,1585631103888412674,1585630938905464833,1585629099623473155,1585629064928595970,1585628644264640513,1585626844824584193,1585626788872454144,1585626234184138752,1585625473383632897,1585625417091756032,1585625105249419264,1585624929361625089,1585624884301922306"
1708,27-October-2022 14:00:00-14:29:59,0.13013333333333332,12,"1585639810542116864,1585639123871989763,1585638904702828544,1585637983247806467,1585637571069366272,1585637530933678081,1585636432835907585,1585636213792595969,1585633835336617986,1585633674518704132,1585633585293164544,1585632421193560065"
1709,27-October-2022 14:30:00-14:59:59,0.20576363636363634,22,"1585646231636054017,1585646224652218370,1585646001687142400,1585645473204822018,1585644645874163713,1585643743662571520,1585643513894809600,1585643493971529732,1585643038079995904,1585642814767235072,1585642490115555330,1585641775150288898,1585641475206828033,1585640949174018050,1585640719548456962,1585640691040129029,1585640450676826112,1585640385409216513,1585640325082554369,1585640193465278464,1585640045846753280,1585639959289106432"
1710,27-October-2022 15:00:00-15:29:59,0.19380714285714284,14,"1585654639747338241,1585654585439526912,1585654583577219075,1585654471010516992,1585653108683808769,1585651702581043200,1585651361877827586,1585651110316236800,1585650963083313152,1585650343945605120,1585649563796492288,1585649041072742400,1585647694743224320,1585647517194391552"
1711,27-October-2022 15:30:00-15:59:59,0.23133684210526317,19,"1585661700698669058,1585660898860888065,1585660836626026496,1585659580914212866,1585659188251877376,1585658843060658177,1585658460246396929,1585657632177942528,1585657623629660161,1585657061760696320,1585656224393084930,1585656109544652809,1585655809123516417,1585655776844054530,1585655723287003136,1585655650658357248,1585655568194310146,1585655565329498115,1585655413600653312"
1712,27-October-2022 16:00:00-16:29:59,0.1432733333333333,15,"1585668386373124097,1585667139796713473,1585666815652499457,1585666699579346944,1585666669736861699,1585665835430924289,1585665642950164487,1585665305132548097,1585665018338725890,1585664844061106177,1585664166248980481,1585663157455962112,1585663134735409153,1585662855856128001,1585662618697711616"
1713,27-October-2022 16:30:00-16:59:59,0.33785000000000004,14,"1585677454672265218,1585677409789018115,1585677361135206401,1585677033216016384,1585673915518574592,1585672993518358529,1585672161259409413,1585670904553553921,1585670862098661383,1585670692544122880,1585670485416763392,1585670432014929921,1585670241778008066,1585670157833097216"
1714,27-October-2022 17:00:00-17:29:59,0.20861999999999997,10,"1585683622371201025,1585683485884284931,1585681896184299520,1585681791142199304,1585681241549963266,1585680768382029824,1585679121383886849,1585678399044976641,1585678135923810304,1585677711229554693"
1715,27-October-2022 17:30:00-17:59:59,0.30021,10,"1585692523439480832,1585687824099049479,1585687802242600961,1585687260770467843,1585687102330634256,1585685978164895744,1585685813005668357,1585685687931633701,1585685424495677440,1585685256518107160"
1716,27-October-2022 18:00:00-18:29:59,0.34689444444444445,18,"1585699970845446144,1585699688270921729,1585698902413807618,1585698653800235009,1585698168234250251,1585698082221658123,1585697627114438681,1585697203552587776,1585696997801181184,1585696212660862979,1585696181744988160,1585696031446007845,1585695649139392519,1585695527630405641,1585694234887192590,1585694166784278552,1585693065318113280,1585692938511712273"
1717,27-October-2022 18:30:00-18:59:59,0.13365555555555556,27,"1585707680512978944,1585707362756702209,1585706826783301632,1585706373798629385,1585705511001141248,1585704626774581250,1585704546277462023,1585704223601295361,1585704172891951104,1585704138356232215,1585704040679493635,1585704026225737729,1585703769957978114,1585703705713774592,1585703684582711296,1585703656141295618,1585703566307512320,1585703397679693824,1585703203320070145,1585702781658095616,1585701873067200512,1585701774799032321,1585701713712861184,1585701361114652673,1585701154981388290,1585701135234449409,1585700545246990353"
1718,27-October-2022 19:00:00-19:29:59,0.3073642857142857,14,"1585715218310696961,1585714574556549120,1585714193566937089,1585713167958958082,1585712635361873920,1585712432764575744,1585709973707067392,1585709928492171265,1585709768403869696,1585709395723227136,1585709369773146112,1585708402575298561,1585708037586751502,1585707914769186818"
1719,27-October-2022 19:30:00-19:59:59,0.28304285714285715,14,"1585722661468270592,1585722498964131840,1585721880111382528,1585720622948442113,1585719240874954752,1585719239427719171,1585719029368750086,1585718778947866624,1585718651671302144,1585718545287360513,1585716356322054144,1585716230412898304,1585716183130513409,1585715728552185856"
1720,27-October-2022 20:00:00-20:29:59,0.13768181818181818,11,"1585728381651410947,1585728112100343809,1585727780200775680,1585727558737330176,1585727240842649603,1585726706383347712,1585724662948007942,1585724155332202497,1585723394170953732,1585723138846908417,1585723014234112001"
1721,27-October-2022 20:30:00-20:59:59,0.3220166666666667,12,"1585737229078405121,1585737067127984130,1585734445390499841,1585734124786286592,1585733636598501384,1585733357312303104,1585733194477109248,1585732566724005888,1585731865847152649,1585731061090320384,1585731029242822656,1585730686597713920"
1722,27-October-2022 21:00:00-21:29:59,0.3638,4,"1585745630638796802,1585743843668156416,1585740484516884480,1585739067441836032"
1723,27-October-2022 21:30:00-21:59:59,0.07416666666666667,3,"1585747644496109568,1585747168706629632,1585746242419687424"
1724,27-October-2022 22:00:00-22:29:59,-0.057514285714285705,7,"1585760387802071040,1585756604678361091,1585754645850365953,1585754208011431936,1585753961113554946,1585753338532036608,1585753215844450305"
1725,27-October-2022 22:30:00-22:59:59,0.054162499999999995,8,"1585767490784731143,1585766581803810817,1585765297511976960,1585764537978044416,1585761688346923010,1585761680059174912,1585761679924932608,1585761387254468610"
1726,27-October-2022 23:00:00-23:29:59,0.34132500000000005,12,"1585775581630980096,1585775322846199808,1585774265034424320,1585773976176893953,1585773906178314243,1585773342081982465,1585770531311452160,1585770025599741952,1585769778362273792,1585769653598420992,1585768506767081472,1585768316794175495"
1727,27-October-2022 23:30:00-23:59:59,0.09891666666666665,6,"1585778141422706688,1585777303526719489,1585776619871821830,1585776085651759104,1585775985760288768,1585775947805954048"
1728,28-October-2022 0:00:00-0:29:59,0.0,2,"1585787188779679744,1585784828145696768"
1729,28-October-2022 0:30:00-0:59:59,0.17209999999999998,5,"1585796504052064256,1585794622961422338,1585794429071261696,1585791930348105729,1585791442890342400"
1730,28-October-2022 1:00:00-1:29:59,0.028100000000000014,6,"1585804263753662465,1585802664960466944,1585802475164078080,1585801533156864001,1585800301713432580,1585798514583298049"
1731,28-October-2022 1:30:00-1:59:59,0.38863333333333333,6,"1585811561196699648,1585811361334001664,1585810530056511488,1585810088543256576,1585807558656241664,1585806755778396162"
1732,28-October-2022 2:00:00-2:29:59,0.11507142857142856,7,"1585821144300810240,1585820674248953858,1585820204528910336,1585818921734901760,1585818681556320262,1585815037947641860,1585813745661628417"
1733,28-October-2022 2:30:00-2:59:59,0.04766363636363636,11,"1585828376073629696,1585828363381641217,1585827461509644288,1585824925960400897,1585823789761396743,1585823203582431232,1585822666975494146,1585822372279422976,1585821737609895937,1585821282519683076,1585821152299057153"
1734,28-October-2022 3:00:00-3:29:59,0.2458428571428571,7,"1585834264481898498,1585830705963192321,1585830078579183617,1585829631953104896,1585829322157441027,1585829272664657922,1585828701115219970"
1735,28-October-2022 3:30:00-3:59:59,-0.0459,3,"1585840876651446272,1585837333215342592,1585837123822792704"
1736,28-October-2022 4:00:00-4:29:59,0.1409,5,"1585847844354801665,1585845374995947520,1585844602212335623,1585844513905467393,1585843800567693312"
1737,28-October-2022 4:30:00-4:59:59,-0.24945,2,"1585855635035652097,1585855241492131841"
1738,28-October-2022 5:00:00-5:29:59,-0.47416,5,"1585865202163191808,1585862271234109440,1585859311539920897,1585859014105174021,1585858901228101636"
1739,28-October-2022 5:30:00-5:59:59,0.743,1,1585869579871404032
1740,28-October-2022 6:00:00-6:29:59,0.14465000000000003,6,"1585877515130003456,1585874766552272896,1585874523802451970,1585874371477786624,1585874015331270656,1585874001229905921"
1741,28-October-2022 6:30:00-6:59:59,0.11575,6,"1585888576285265921,1585885352489021440,1585885096820633602,1585883045134934016,1585882418120388608,1585882168517136384"
1742,28-October-2022 7:00:00-7:29:59,0.3668111111111111,9,"1585894952474759169,1585893855840321537,1585893803747348480,1585892885592829952,1585890546412814336,1585890007390486528,1585889126263541760,1585889111927189504,1585889098996260864"
1743,28-October-2022 7:30:00-7:59:59,0.010299999999999976,2,"1585901834425638912,1585901541738786818"
1744,28-October-2022 8:00:00-8:29:59,0.19104285714285713,7,"1585910604904206336,1585910421722046464,1585907963713069057,1585907063145648128,1585905489585610752,1585904237577388032,1585904211698405383"
1745,28-October-2022 8:30:00-8:59:59,-0.16700000000000004,3,"1585918067950878721,1585916399788371968,1585912959733489664"
1746,28-October-2022 9:00:00-9:29:59,-0.003733333333333333,6,"1585925235765030912,1585924713632526336,1585919853914980353,1585919504319713282,1585919339194204160,1585919309452173312"
1747,28-October-2022 9:30:00-9:59:59,0.1302,2,"1585933467061207041,1585930541366276097"
1748,28-October-2022 10:00:00-10:29:59,0.1101,4,"1585936971750318080,1585936139830980609,1585935870280208385,1585934529465909251"
1749,28-October-2022 10:30:00-10:59:59,0.0,0,
1750,28-October-2022 11:00:00-11:29:59,0.145,4,"1585956809105616897,1585953983478509571,1585953710869385217,1585949980572934147"
1751,28-October-2022 11:30:00-11:59:59,0.0,1,1585963142617497600
1752,28-October-2022 12:00:00-12:29:59,0.43146000000000007,5,"1585966692621901824,1585965153190875137,1585965124946386945,1585964722637225986,1585964605305606145"
1753,28-October-2022 12:30:00-12:59:59,-0.15606666666666666,3,"1585976998396321792,1585973661403676672,1585973405920407552"
1754,28-October-2022 13:00:00-13:29:59,0.03443749999999999,8,"1585985904522702849,1585985629556715521,1585984697640701952,1585983472048295936,1585981063943245824,1585979839974031360,1585979827651223552,1585979709355016192"
1755,28-October-2022 13:30:00-13:59:59,0.396,5,"1585993234089529345,1585991956479385600,1585990492424208390,1585988284895100928,1585987257504133120"
1756,28-October-2022 14:00:00-14:29:59,0.2920666666666667,3,"1586002297334571008,1586000628610134016,1585994806727036929"
1757,28-October-2022 14:30:00-14:59:59,-0.04700000000000001,5,"1586007389253390336,1586006810959392768,1586006637302644739,1586003758227460097,1586002776886505472"
1758,28-October-2022 15:00:00-15:29:59,0.25393333333333334,9,"1586016383359647744,1586015316983025664,1586014945778765825,1586013794475855877,1586010792826392576,1586010551343321088,1586010069732311040,1586009909144915971,1586009906296987650"
1759,28-October-2022 15:30:00-15:59:59,0.19596666666666665,6,"1586021792115609600,1586019229307793410,1586018876910870529,1586017802296516608,1586017576295038983,1586017542568837120"
1760,28-October-2022 16:00:00-16:29:59,0.09785714285714286,7,"1586032336482619392,1586032062682759169,1586031666157748225,1586031245837815808,1586026260660162568,1586025519937626113,1586025249652490240"
1761,28-October-2022 16:30:00-16:59:59,0.34823333333333334,6,"1586038370546995203,1586036972824408064,1586035758128939008,1586034619203420160,1586034543324434432,1586032624786866176"
1762,28-October-2022 17:00:00-17:29:59,0.31078333333333336,6,"1586046835374051329,1586046739240595456,1586045303991734273,1586042946431832064,1586042176173006849,1586040175548723200"
1763,28-October-2022 17:30:00-17:59:59,0.18538,5,"1586053836556226560,1586051429239869441,1586050177105797126,1586049067343388672,1586047778156838912"
1764,28-October-2022 18:00:00-18:29:59,0.3256090909090909,11,"1586062292155658241,1586060856881999872,1586060683300327425,1586059317710839808,1586058986297622528,1586058800271749121,1586057440243900416,1586057089449086977,1586057032716746753,1586056452699222016,1586055589095882753"
1765,28-October-2022 18:30:00-18:59:59,0.05025,10,"1586066180380377090,1586065523171037184,1586065280257908736,1586065010320723972,1586064496300171264,1586064310001770496,1586064259909296130,1586064233577545733,1586063992862408704,1586063591039377409"
1766,28-October-2022 19:00:00-19:29:59,0.3157857142857143,7,"1586077595573051393,1586077060375666690,1586077025797693440,1586075768698044416,1586073048285052928,1586072621132746753,1586071960928149504"
1767,28-October-2022 19:30:00-19:59:59,0.2713625,8,"1586084139920490497,1586083507146985472,1586083017625604098,1586081830825967616,1586081753843703808,1586081460779651072,1586080739656798208,1586077997983055876"
1768,28-October-2022 20:00:00-20:29:59,0.1307,3,"1586090183652528136,1586088948299960321,1586087025412669440"
1769,28-October-2022 20:30:00-20:59:59,0.16936666666666664,9,"1586099216186630144,1586098355394019330,1586097178778472449,1586096719758241792,1586096719611453440,1586095458031738884,1586093259817816064,1586093214620037122,1586092991613390849"
1770,28-October-2022 21:00:00-21:29:59,0.250025,8,"1586107703142719488,1586105454999982080,1586103745586528256,1586103296041025537,1586101847131131904,1586101231734337536,1586100731865862144,1586100689498931202"
1771,28-October-2022 21:30:00-21:59:59,-0.6705,1,1586109557234974720
1772,28-October-2022 22:00:00-22:29:59,0.46736666666666665,3,"1586122728507002880,1586121102644117504,1586118028307353601"
1773,28-October-2022 22:30:00-22:59:59,0.009444444444444453,9,"1586129350625087488,1586128273909555200,1586127511666106368,1586126921334951936,1586126754711687168,1586126182231441409,1586126165751828483,1586125913334243328,1586125489906880513"
1774,28-October-2022 23:00:00-23:29:59,0.3298888888888889,9,"1586138082784468997,1586135179260747777,1586134404963131393,1586133517117050881,1586132695972823043,1586132476098859010,1586132218153295872,1586131706704281600,1586131362473451520"
1775,28-October-2022 23:30:00-23:59:59,0.81865,6,"1586145128460296192,1586144158389268480,1586143405389729792,1586141887269900289,1586139044487999488,1586138671799234560"
1776,29-October-2022 0:00:00-0:29:59,0.01432000000000001,5,"1586151708551532545,1586151380263190529,1586149318389530626,1586147200157077505,1586147130758103041"
1777,29-October-2022 0:30:00-0:59:59,-0.27,3,"1586156663593373696,1586154189327110145,1586153350248153088"
1778,29-October-2022 1:00:00-1:29:59,0.3944666666666667,3,"1586165343248064512,1586163546991230976,1586160890038083584"
1779,29-October-2022 1:30:00-1:59:59,0.2038,3,"1586170239536046082,1586169750551502849,1586168572954419200"
1780,29-October-2022 2:00:00-2:29:59,0.3763666666666667,6,"1586182526225321985,1586181285239836672,1586178545029906432,1586177924075593729,1586176020260196353,1586175991805779970"
1781,29-October-2022 2:30:00-2:59:59,-0.4759,4,"1586188956747845632,1586187336680964098,1586186999605694464,1586185054090416131"
1782,29-October-2022 3:00:00-3:29:59,0.30158,5,"1586196473720541187,1586196013512990723,1586193816385626117,1586193552396230657,1586191090721374208"
1783,29-October-2022 3:30:00-3:59:59,-0.34545,2,"1586202494664933376,1586201410042994688"
1784,29-October-2022 4:00:00-4:29:59,-0.17878333333333332,6,"1586210546101149696,1586210243624812544,1586208500950204416,1586207420241838080,1586206895756525570,1586206188554838016"
1785,29-October-2022 4:30:00-4:59:59,-0.0387,1,1586217967938830336
1786,29-October-2022 5:00:00-5:29:59,0.0,1,1586221288061812739
1787,29-October-2022 5:30:00-5:59:59,0.3085,6,"1586230888630665217,1586230351126761475,1586229415394115585,1586229160254574593,1586228847422455808,1586228837389684739"
1788,29-October-2022 6:00:00-6:29:59,-0.08760000000000001,4,"1586238163579961344,1586236625184755713,1586236407357603840,1586236387593961472"
1789,29-October-2022 6:30:00-6:59:59,0.0,1,1586247508845801473
1790,29-October-2022 7:00:00-7:29:59,-0.10200000000000001,5,"1586258020140347393,1586257282194604035,1586253793611522053,1586251651081330689,1586251487079972866"
1791,29-October-2022 7:30:00-7:59:59,-0.11257999999999999,5,"1586266198131580928,1586265368821121024,1586265364228358144,1586264836857536513,1586261343161970689"
1792,29-October-2022 8:00:00-8:29:59,0.38825714285714286,7,"1586273904662052864,1586273700852154368,1586268497658933248,1586268344197738496,1586267785302269954,1586267005577220097,1586266586339573760"
1793,29-October-2022 8:30:00-8:59:59,0.08404,5,"1586279523091247104,1586279045720903680,1586277748603031553,1586277742521229312,1586276966352801793"
1794,29-October-2022 9:00:00-9:29:59,-0.014024999999999996,8,"1586286309634502656,1586285762454163456,1586285249922707456,1586284962172518400,1586284887136669698,1586281894513082371,1586281704968290305,1586281687545253890"
1795,29-October-2022 9:30:00-9:59:59,0.449125,4,"1586293241087143937,1586291827086327809,1586291026771296256,1586289840236085254"
1796,29-October-2022 10:00:00-10:29:59,-0.01045999999999998,5,"1586303247681466369,1586300590027857921,1586297556304384002,1586296841502707714,1586296785445818368"
1797,29-October-2022 10:30:00-10:59:59,-0.2042,2,"1586310497229590528,1586308819138871296"
1798,29-October-2022 11:00:00-11:29:59,0.30345555555555553,9,"1586319108613840896,1586317352949407747,1586315577458851841,1586315097919860737,1586313412912480258,1586312766335635456,1586312008969887745,1586311896386396160,1586311886680850439"
1799,29-October-2022 11:30:00-11:59:59,0.1806,2,"1586324040574124032,1586323629037408256"
1800,29-October-2022 12:00:00-12:29:59,0.25344,5,"1586331813102112768,1586329631900446720,1586328831605977088,1586327506847961088,1586326984493252608"
1801,29-October-2022 12:30:00-12:59:59,0.13201666666666664,6,"1586341400588652544,1586340086198964224,1586338998900985856,1586336554582056962,1586336049575432200,1586335264955191301"
1802,29-October-2022 13:00:00-13:29:59,0.0702111111111111,9,"1586349272617738240,1586347441808252929,1586346523868143617,1586346298248142851,1586346271929159681,1586343370963787778,1586342307204399107,1586342215189766145,1586342084008726530"
1803,29-October-2022 13:30:00-13:59:59,0.07088571428571429,7,"1586356002282434561,1586354243316854785,1586353836188471296,1586353617946415104,1586350342228148224,1586350280978976769,1586350141971341314"
1804,29-October-2022 14:00:00-14:29:59,0.2625235294117647,17,"1586363835044319232,1586363822838726656,1586363574955409410,1586363479132639232,1586362963329523713,1586362315343118345,1586362029199310850,1586361308651585536,1586361264472825858,1586359919976087554,1586359841655820290,1586358512061648896,1586357949613891584,1586357852779814913,1586357801584148480,1586357270174085121,1586357183465357312"
1805,29-October-2022 14:30:00-14:59:59,0.37892000000000003,10,"1586370588888662017,1586367601902436353,1586366350590869505,1586365736011776000,1586365378866708480,1586365090491600897,1586365027086471170,1586364990587641858,1586364899134947331,1586364734516985856"
1806,29-October-2022 15:00:00-15:29:59,0.16972727272727273,11,"1586379758484717568,1586378602349842435,1586378334421897217,1586377590029578240,1586377168673595392,1586376718779981824,1586376496461004803,1586376044130582530,1586373453371871232,1586372437662392323,1586372282972250116"
1807,29-October-2022 15:30:00-15:59:59,0.029987500000000014,8,"1586387079998894080,1586385213319680000,1586385076635451393,1586384173778042880,1586382071437541377,1586381582247825409,1586381362344386560,1586379947920461826"
1808,29-October-2022 16:00:00-16:29:59,0.2259777777777778,9,"1586394125381029888,1586391298998767620,1586391249095131136,1586391049874083841,1586390650488262656,1586389236558827520,1586388737281384449,1586387908012933122,1586387382789619713"
1809,29-October-2022 16:30:00-16:59:59,0.1966363636363636,11,"1586400712052858881,1586400220115607554,1586399351726919681,1586399283766517760,1586399108268691456,1586399064484347904,1586398748137390080,1586396231567384576,1586395693354287106,1586395401422184449,1586395018578862081"
1810,29-October-2022 17:00:00-17:29:59,0.3082000000000001,19,"1586409365497679874,1586408596194983936,1586408261787570176,1586407685314019328,1586407148564926467,1586406936760573952,1586406913142652933,1586406702403944448,1586405187874443269,1586404486922240000,1586404336049033217,1586404224463560705,1586403763719475200,1586403594894442498,1586403552464965632,1586403358784385024,1586403310591877120,1586403244166844419,1586402483567562752"
1811,29-October-2022 17:30:00-17:59:59,0.1458,14,"1586416600772915200,1586416503162798082,1586415550510637061,1586415422873948160,1586414131392954368,1586413558061056011,1586412036698906634,1586411998551498752,1586411876132433920,1586411795241132033,1586410736548343808,1586410690323128326,1586410568679817218,1586410145038602240"
1812,29-October-2022 18:00:00-18:29:59,0.3127357142857143,14,"1586423465070194688,1586422013484302342,1586421812149329921,1586420892879400960,1586420834767630336,1586420678936371200,1586419881376772097,1586419576543117312,1586419454937661441,1586419417621344257,1586418879475191809,1586418512825925635,1586418207828713472,1586417583028322307"
1813,29-October-2022 18:30:00-18:59:59,0.2017636363636364,11,"1586431830361747456,1586430911029121027,1586430818213584896,1586430672255975424,1586429590209175552,1586429274302578688,1586428408770215936,1586426651335868417,1586425859136593920,1586425803138539520,1586425693285515264"
1814,29-October-2022 19:00:00-19:29:59,0.10067499999999999,8,"1586438460801519616,1586437769886597120,1586437144830148610,1586436881511759878,1586436548727549953,1586434314668888064,1586433378139734022,1586432682363322369"
1815,29-October-2022 19:30:00-19:59:59,-0.015077777777777782,9,"1586447569957289994,1586446792635334661,1586443334716821504,1586441949401460736,1586441678050689033,1586440960799608835,1586440812010668032,1586440361949511681,1586440277786755072"
1816,29-October-2022 20:00:00-20:29:59,0.18952222222222223,9,"1586455048330293248,1586452187085180928,1586452069405585408,1586452062363160576,1586451558354427904,1586450355625377792,1586449982239948803,1586447911776391170,1586447780469432324"
1817,29-October-2022 20:30:00-20:59:59,0.32459000000000005,10,"1586462668025909248,1586461332035239936,1586459656628510720,1586459376172285952,1586457315317727234,1586456406299127808,1586456229563727872,1586456019541979137,1586455803514556418,1586455569896210434"
1818,29-October-2022 21:00:00-21:29:59,0.07218181818181821,11,"1586469897856438274,1586469536169017344,1586466930638086144,1586466801101459456,1586466529386037248,1586465051246198786,1586464317234638848,1586464183184285696,1586463387403395072,1586463046133858307,1586462880119066625"
1819,29-October-2022 21:30:00-21:59:59,-0.252625,4,"1586477150416560128,1586476656088211457,1586476414420729856,1586471940960751616"
1820,29-October-2022 22:00:00-22:29:59,0.1341,5,"1586482635773161477,1586480962107768833,1586479410995159040,1586478113428471808,1586477979647049729"
1821,29-October-2022 22:30:00-22:59:59,0.015000000000000003,5,"1586492936828633090,1586491069038055424,1586489363155677184,1586488474114326529,1586486245810573312"
1822,29-October-2022 23:00:00-23:29:59,0.03556666666666667,3,"1586498320381485056,1586497371655081984,1586493079170813952"
1823,29-October-2022 23:30:00-23:59:59,0.06703333333333333,3,"1586505562140704768,1586502046324125696,1586501944964616192"
1824,30-October-2022 0:00:00-0:29:59,0.12316666666666669,3,"1586513858209886208,1586510195559219200,1586508178904305664"
1825,30-October-2022 0:30:00-0:59:59,0.12938,5,"1586521713788928000,1586518545445228544,1586517026088132610,1586516309990203393,1586515860419649536"
1826,30-October-2022 1:00:00-1:29:59,0.12633333333333335,3,"1586530801302151169,1586530114178670592,1586525957867065344"
1827,30-October-2022 1:30:00-1:59:59,0.3892749999999999,4,"1586534591506284544,1586534532790259712,1586533599574212609,1586531612430258176"
1828,30-October-2022 2:00:00-2:29:59,0.16568333333333332,6,"1586544861972688896,1586542582066302977,1586540925064425473,1586540906378846208,1586540904613117952,1586540897453457409"
1829,30-October-2022 2:30:00-2:59:59,-0.00872500000000001,4,"1586550426538835968,1586549957267447808,1586547442362769408,1586546160600227841"
1830,30-October-2022 3:00:00-3:29:59,0.11418333333333332,6,"1586559755601924096,1586558611555246085,1586557953695535107,1586554816641245185,1586553984273326080,1586553835451039746"
